stock,client_name,exchange,deal_type,action,date,avg_price,quantity,percentage_traded
Info Edge (India) Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,09-09-2021,6720.45,519283,0.40%
Info Edge (India) Ltd.,GOLDMAN SACHS INDIA LIMITED,BSE,Block,Sell,09-09-2021,6720.45,519283,0.40%
Oberoi Realty Ltd.,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,09-09-2021,774.4,1690681,0.46%
Oberoi Realty Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,09-09-2021,774.4,1690681,0.46%
Balrampur Chini Mills Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,07-09-2021,364.7,4333235,2.15%
Balrampur Chini Mills Ltd.,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,BSE,Bulk,Sell,07-09-2021,364.7,4333235,2.15%
Balrampur Chini Mills Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,07-09-2021,364.7,4333235,2.15%
Balrampur Chini Mills Ltd.,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,07-09-2021,364.7,4333235,2.15%
Hindalco Industries Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,07-09-2021,469.2,6176216,0.27%
Hindalco Industries Ltd.,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,07-09-2021,469.2,6176216,0.27%
Jubilant Foodworks Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,07-09-2021,4152.95,533395,0.08%
Jubilant Foodworks Ltd.,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,07-09-2021,4152.95,533395,0.08%
Mahindra Lifespace Developers Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,07-09-2021,818.45,865775,0.56%
Mahindra Lifespace Developers Ltd.,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,BSE,Bulk,Sell,07-09-2021,818.45,865775,0.56%
Mahindra Lifespace Developers Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,07-09-2021,818.45,865775,0.56%
Mahindra Lifespace Developers Ltd.,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,07-09-2021,818.45,865775,0.56%
Coforge Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,07-09-2021,5282.45,414520,0.62%
Coforge Ltd.,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,BSE,Bulk,Sell,07-09-2021,5282.45,414520,0.62%
Coforge Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,07-09-2021,5282.45,414520,0.62%
Coforge Ltd.,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,07-09-2021,5282.45,414520,0.62%
Atul Ltd.,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,02-09-2021,9238.45,173831,0.59%
Atul Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Bulk,Sell,02-09-2021,9238.45,173831,0.59%
Atul Ltd.,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,02-09-2021,9238.45,173831,0.59%
Atul Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,02-09-2021,9238.45,173831,0.59%
Ipca Laboratories Ltd.,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,02-09-2021,2531.9,927874,0.37%
Ipca Laboratories Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Bulk,Sell,02-09-2021,2531.9,927874,0.37%
Ipca Laboratories Ltd.,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,02-09-2021,2531.9,927874,0.37%
Ipca Laboratories Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,02-09-2021,2531.9,927874,0.37%
Gland Pharma Ltd.,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,02-09-2021,3903.05,400293,0.24%
Gland Pharma Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,02-09-2021,3903.05,400293,0.24%
Apollo Hospitals Enterprise Ltd.,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,31-08-2021,4755.65,396992,0.28%
Apollo Hospitals Enterprise Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,31-08-2021,4755.65,396992,0.28%
Bajaj Finserv Ltd.,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,31-08-2021,16551.65,206682,0.01%
Bajaj Finserv Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,31-08-2021,16551.65,206682,0.01%
Crompton Greaves Consumer Electricals Ltd.,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,31-08-2021,470.9,3125092,0.49%
Crompton Greaves Consumer Electricals Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,31-08-2021,470.9,3125092,0.49%
Valiant Organics Ltd.,GOLDMAN SACHS FUNDS  GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,31-08-2021,1299.05,213004,0.77%
Valiant Organics Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Bulk,Sell,31-08-2021,1299.05,213004,0.77%
Valiant Organics Ltd.,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,31-08-2021,1299.05,213004,0.77%
Valiant Organics Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,31-08-2021,1299.05,213004,0.77%
TCNS Clothing Co. Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,28-08-2024,578.13,320494,0.51%
Seamec Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,26-08-2024,1525,190000,0.75%
Seamec Ltd.,NOMURA SINGAPORE LIMITED,NSE,Block,Sell,26-08-2024,1525,190000,0.75%
Seamec Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,23-08-2024,1500,279000,1.10%
Seamec Ltd.,NOMURA SINGAPORE LIMITED,NSE,Block,Sell,23-08-2024,1500,279000,1.10%
PNB Housing Finance Ltd.,NOMURA SINGAPORE LIMITED,BSE,Block,Purchase,21-08-2024,802.5,124650,0.05%
Omaxe Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,28-06-2024,109.5,2606465,1.43%
Omaxe Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,27-06-2024,106.75,2700000,1.48%
Deep Energy Resources Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,26-06-2024,170.75,206553,0.65%
GSS Infotech Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,26-06-2024,92.75,160000,0.61%
Rossell India Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,26-06-2024,553.5,555803,1.47%
Paisalo Digital Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,26-06-2024,75.47,14800000,1.65%
Tree House Education & Accessories Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,26-06-2024,26.26,340000,0.80%
UFO Moviez India Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,26-06-2024,137.8,257261,0.66%
Salasar Techno Engineering Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,26-06-2024,19.27,13880000,0.80%
Krystal Integrated Services Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,21-03-2024,736.74,500000,3.58%
GPT Healthcare Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,29-02-2024,202.46,453693,0.55%
Mankind Pharma Ltd.,NOMURA SINGAPORE LIMITED,NSE,Block,Purchase,08-02-2024,2107.35,50043,0.01%
Salasar Techno Engineering Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,01-02-2024,28.2,3470000,0.20%
Computer Age Management Services Ltd.,NOMURA SINGAPORE LIMITED,BSE,Block,Purchase,04-12-2023,2766,36500,0.07%
PB Fintech Ltd.,NOMURA SINGAPORE LIMITED,NSE,Block,Purchase,06-10-2023,762.8,163860,0.04%
Restaurant Brands Asia Ltd.,NOMURA SINGAPORE LIMITED,NSE,Block,Purchase,15-09-2023,119.1,1050150,0.21%
Zomato Ltd.,NOMURA SINGAPORE LIMITED,NSE,Block,Purchase,30-08-2023,94.7,1310000,0.01%
HMA Agro Industries Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,04-07-2023,626.9,466032,0.09%
TD Power Systems Ltd.,NOMURA SINGAPORE LIMITED,NSE,Block,Purchase,30-06-2023,221,460000,0.29%
Rama Steel Tubes Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,10-01-2023,42.8,500000,0.03%
Inox Green Energy Services Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,23-11-2022,60.35,1460728,0.40%
Rama Steel Tubes Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,11-11-2022,164.15,500000,0.03%
CSB Bank Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,25-10-2022,232.3,2639673,1.52%
Zee Entertainment Enterprises Ltd.,NOMURA SINGAPORE LIMITED,NSE,Block,Purchase,18-10-2022,263.7,405997,0.04%
BLS International Services Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,29-08-2022,230,1100000,0.27%
Easy Trip Planners Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,02-08-2022,399,1150000,0.06%
BLS International Services Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,11-07-2022,214,1250000,0.30%
Rama Steel Tubes Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,15-06-2022,371,100000,0.01%
KBC Global Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,15-06-2022,4.4,19620000,2.01%
Vaxtex Cotfab Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,11-05-2022,35.6,265000,0.14%
Hariom Pipe Industries Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,13-04-2022,225.84,345190,1.11%
Veranda Learning Solutions Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Sell,12-04-2022,162.51,778600,1.09%
Veranda Learning Solutions Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Sell,11-04-2022,160.97,978581,1.37%
Lancer Container Lines Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,31-03-2022,163.99,450000,0.20%
Vikas Ecotech Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,24-03-2022,5.35,6600000,0.37%
Easy Trip Planners Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,28-02-2022,275,600000,0.03%
Dhani Services Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,03-02-2022,153,10000000,1.63%
Seacoast Shipping Services Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,17-01-2022,19.71,5000000,0.93%
Vishal Fabrics Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,30-08-2021,112.25,705000,0.36%
Pricol Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,09-06-2021,89.45,1888646,1.55%
Paramount Communications Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,04-06-2021,13.12,1252644,0.41%
Vikas Ecotech Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,27-04-2021,2.06,5220000,0.30%
Seamec Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,01-04-2021,449.96,250000,0.98%
Seamec Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,31-03-2021,454.97,160000,0.63%
TruCap Finance Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,05-02-2021,380,135000,0.12%
Vikas Ecotech Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,11-01-2021,3.7,1680000,0.09%
TruCap Finance Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,08-01-2021,411,150000,0.13%
PNC Infratech Ltd.,NOMURA SINGAPORE LIMITED,BSE,Block,Purchase,06-01-2021,175,750000,0.29%
CSB Bank Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,16-12-2020,214.5,1496357,0.86%
CSB Bank Ltd.,NOMURA SINGAPORE LIMITED,NSE,Block,Purchase,16-12-2020,214.5,1496357,0.86%
GSS Infotech Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,19-08-2020,21.33,700000,2.68%
Tourism Finance Corporation of India Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,23-03-2020,32.85,2644952,2.86%
Eris Lifesciences Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,15-11-2019,410,950000,0.70%
Cerebra Integrated Technologies Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,14-11-2019,18.5,1699000,1.40%
Cerebra Integrated Technologies Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,14-11-2019,19,1054239,0.87%
Lypsa Gems & Jewellery Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,14-08-2019,3.85,488663,1.66%
Deep Energy Resources Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,07-08-2019,110.63,199734,0.62%
SORIL Infra Resources Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,07-08-2019,95.38,192022,0.61%
Usha Martin Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,07-08-2019,26.65,1652266,0.54%
Ducon Infratechnologies Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,30-05-2019,16.5,600000,0.18%
Vikas Lifecare Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,22-05-2019,4.13,11928292,0.64%
Lakshmi Vilas Bank Ltd.(Amalgmated),NOMURA SINGAPORE LIMITED,BSE,Bulk,Sell,02-05-2019,73.9,5580000,1.66%
Inox Wind Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,05-12-2018,79.3,2375000,0.18%
Inox Wind Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Sell,05-12-2018,80.3,2375000,0.18%
Paramount Communications Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,22-11-2018,8.45,2823126,0.93%
Vikas Ecotech Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,16-11-2018,14,3500000,0.20%
Vikas Ecotech Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,16-11-2018,14,3500000,0.20%
Infibeam Avenues Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,08-10-2018,60.09,8800694,0.32%
GSS Infotech Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,01-10-2018,99.49,100000,0.38%
Lakshmi Vilas Bank Ltd.(Amalgmated),NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,01-10-2018,74.91,1489613,0.44%
Infibeam Avenues Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,10-05-2018,167.75,3000000,0.11%
GSS Infotech Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,18-04-2018,73.99,300000,1.15%
GSS Infotech Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,18-04-2018,74,200000,0.76%
GSS Infotech Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,16-04-2018,61,100000,0.38%
IRB InvIT Fund,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,13-03-2018,82.75,6405000,1.10%
PG Electroplast Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,06-03-2018,340,100000,0.04%
Hubtown Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,28-11-2017,130.1,410000,0.32%
Mercator Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Sell,20-11-2017,40.65,4514888,1.49%
Bharat Road Network Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,18-09-2017,209.9,1702523,2.03%
Bharat Road Network Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Sell,18-09-2017,209.01,965000,1.15%
Ramkrishna Forgings Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,01-06-2017,459.73,226206,0.13%
IRB InvIT Fund,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,18-05-2017,102.04,2905000,0.50%
Sadbhav Infrastructure Project Ltd.,NOMURA ASSET MGMT SINGAPORE LIMITED ASTRO TRUST SERIES TRICERATOP,BSE,Bulk,Purchase,05-05-2017,104.5,13225812,3.75%
Sadbhav Infrastructure Project Ltd.,NOMURA ASSET MGMT SINGAPORE LIMITED ASTRO TRUST SERIES TRICERATOP,BSE,Block,Purchase,05-05-2017,104.5,13225812,3.75%
Ansal Properties & Infrastructure Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,07-04-2017,20.17,1011776,0.64%
Ansal Properties & Infrastructure Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,06-04-2017,19.01,905000,0.57%
Jain Irrigation Systems Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,23-02-2017,93.59,3379000,0.49%
Lypsa Gems & Jewellery Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,20-02-2017,68,125000,0.42%
Lypsa Gems & Jewellery Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,06-02-2017,66,125000,0.42%
Mercator Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Sell,30-01-2017,42.6,9600000,3.17%
Eveready Industries India Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,15-12-2016,216.75,410793,0.57%
Vardhman Acrylics Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,08-12-2016,45.95,487247,0.61%
Neuland Laboratories Ltd.,NOMURA ASSET MNGT SINGAPORE LTD ACCOUNT NOMURA FUNDS IRELA,NSE,Bulk,Purchase,07-11-2016,1023.71,58262,0.45%
Aarey Drugs & Pharmaceuticals Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,07-11-2016,50.25,94274,0.33%
OnMobile Global Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,04-11-2016,105.75,859666,0.81%
Karnataka Bank Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,27-10-2016,119.23,2640000,0.70%
Karnataka Bank Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,20-10-2016,154.87,1379000,0.36%
Dwarikesh Sugar Industries Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Sell,30-09-2016,243.53,200000,0.11%
Multi Commodity Exchange of India Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,29-09-2016,1352.69,397800,0.78%
RPP Infra Projects Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,03-08-2016,176,150000,0.39%
Max India Ltd.(Old),NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,22-07-2016,127.12,1600000,0.59%
Infibeam Avenues Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,04-04-2016,450.52,884284,0.03%
Housing Development & Infrastructure Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,27-08-2015,63.16,4700000,0.99%
Edelweiss Financial Services Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,24-07-2015,60,5000000,0.53%
Housing Development & Infrastructure Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,22-06-2015,89.25,2438451,0.51%
Marico Kaya Enterprises Limited,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,10-02-2015,1349.98,110000,-%
Era Infra Engineering Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,05-09-2014,17.2,4800386,1.45%
Housing Development & Infrastructure Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,11-06-2014,105.95,2098000,0.44%
Ansal Properties & Infrastructure Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,04-04-2014,17.4,2099439,1.33%
Housing Development & Infrastructure Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,04-04-2014,67.45,4411000,0.93%
Ansal Properties & Infrastructure Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Purchase,05-03-2014,17.4,4987920,3.17%
Karnataka Bank Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,14-10-2013,108,1174000,0.31%
GB Global Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,04-12-2012,243.99,265000,0.53%
Welspun Corp Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Sell,31-05-2012,118.03,1404000,0.54%
Alok Industries Ltd.,NOMURA SINGAPORE LIMITED,NSE,Bulk,Purchase,26-04-2012,19.33,6321153,0.13%
Sun TV Network Ltd.,NOMURA ASSET MANAGEMENT SINGAPORE LTD,BSE,Block,Purchase,14-12-2007,406,677000,0.17%
Cipla Ltd.,SOCIETE GENERALE,NSE,Block,Purchase,02-12-2024,1518.75,216967,0.03%
Cipla Ltd.,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,02-12-2024,1518.75,139082,0.02%
Cipla Ltd.,BOFA SECURITIES EUROPE SA - ODI,NSE,Block,Purchase,02-12-2024,1518.75,133519,0.02%
Home First Finance Company India Ltd.,BOFA SECURITIES EUROPE SA ODI,BSE,Bulk,Purchase,02-12-2024,990,554784,0.62%
Cipla Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,02-12-2024,1518.75,244784,0.03%
Niyogin Fintech Ltd.,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BSE,Bulk,Purchase,26-11-2024,55.65,671365,0.71%
Home First Finance Company India Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Bulk,Purchase,02-12-2024,989.98,859710,0.96%
Vishal Fabrics Ltd.,NOMURA SINGAPORE LIMITED,BSE,Bulk,Sell,27-11-2024,28.46,2115000,1.07%
Awfis Space Solutions Ltd,SOCIETE GENERALE,NSE,Block,Purchase,11-12-2024,709.9,279816,0.40%
Awfis Space Solutions Ltd,SOCIETE GENERALE,NSE,Block,Purchase,11-12-2024,709.9,140872,0.20%
Indus Towers Ltd.,SOCIETE GENERALE - ODI,NSE,Block,Purchase,05-12-2024,353.7,3929057,0.15%
Indus Towers Ltd.,BOFA SECURITIES EUROPE SA,NSE,Block,Purchase,05-12-2024,353.7,12350005,0.47%
Indus Towers Ltd.,BOFA SECURITIES EUROPE SA -FPI,NSE,Block,Purchase,05-12-2024,353.7,283001,0.01%
Awfis Space Solutions Ltd,MORGAN STANLEY ASIA SINGAPORE PTE,NSE,Block,Purchase,11-12-2024,709.9,279276,0.39%
Indus Towers Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE -ODI,NSE,Bulk,Purchase,05-12-2024,353.7,21050010,0.80%
Indus Towers Ltd.,MORGAN STANLEY ASIA SINGAPORE PTE -ODI,NSE,Block,Purchase,05-12-2024,353.7,21050010,0.80%
Awfis Space Solutions Ltd,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Bulk,Purchase,11-12-2024,709.9,856599,1.21%
Awfis Space Solutions Ltd,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,NSE,Block,Purchase,11-12-2024,709.9,856599,1.21%
Awfis Space Solutions,SOCIETE GENERALE,NSE,Block,Purchase,11-12-2024,709.9,279816,0.40%
Awfis Space Solutions,SOCIETE GENERALE,NSE,Block,Purchase,11-12-2024,709.9,140872,0.20%
Indus Towers,SOCIETE GENERALE - ODI,NSE,Block,Purchase,05-12-2024,353.7,3929057,0.15%
Cipla,SOCIETE GENERALE,NSE,Block,Purchase,02-12-2024,1518.75,216967,0.03%
Tilaknagar Industries,SOCIETE GENERALE,BSE,Bulk,Purchase,18-11-2024,338.65,1816625,0.94%
Tilaknagar Industries,SOCIETE GENERALE,BSE,Block,Purchase,18-11-2024,338.65,1816625,0.94%
Ramkrishna Forgings,SOCIETE GENERALE - ODI,NSE,Block,Sell,14-11-2024,922.8,200000,0.11%
PNB Housing Finance,SOCIETE GENERALE - ODI,NSE,Bulk,Purchase,13-11-2024,939.3,1709750,0.66%
Tilaknagar Industries,SOCIETE GENERALE,BSE,Block,Purchase,31-10-2024,287.8,400000,0.21%
IndusInd Bank,SOCIETE GENERALE,NSE,Bulk,Purchase,25-10-2024,1083.79,29725,0.00%
IndusInd Bank,SOCIETE GENERALE,NSE,Bulk,Sell,25-10-2024,1070.61,3930435,0.50%
Cigniti Technologies,SOCIETE GENERALE,NSE,Bulk,Purchase,23-10-2024,1423.15,227666,0.83%
Cigniti Technologies,SOCIETE GENERALE,NSE,Bulk,Sell,23-10-2024,1425.29,539,0.00%
Garuda Construction and En...,SOCIETE GENERALE,NSE,Bulk,Sell,15-10-2024,105,721527,0.97%
Transformers & Rectifiers,SOCIETE GENERALE,NSE,Block,Purchase,14-10-2024,780.3,238972,0.16%
Sterling and Wilson,SOCIETE GENERALE,NSE,Bulk,Purchase,27-09-2024,623,2010000,0.86%
Nuvama Wealth,SOCIETE GENERALE,BSE,Block,Purchase,27-09-2024,6702.6,87414,0.24%
Entero Healthcare,SOCIETE GENERALE,BSE,Block,Purchase,27-09-2024,1305,96207,0.22%
Gulf Oil Lubricants,SOCIETE GENERALE,BSE,Block,Purchase,26-09-2024,1351,93000,0.19%
Five-Star Business Finance,SOCIETE GENERALE,BSE,Block,Purchase,26-09-2024,800.5,626211,0.21%
Spicejet,SOCIETE GENERALE,BSE,Bulk,Purchase,25-09-2024,62.43,940912,0.14%
